Line,Label
"In the poll, former Massachusetts Gov. Mitt Romney leads the would-be group of contenders with 21 percent of Republican primary voters surveyed followed by Trump and former Arkansas Gov. Mike Huckabee at 17 percent each.",Neutral
"The Republican primary poll was taken as part of a March 31-April 4 survey of 1,000 adults, but the sample survey of Republican primary voters polled was only 238.",Neutral
"In the poll, former House Speaker Newt Gingrich garnered 11 percent, while former Alaska Gov. Sarah Palin earned 10 percent support.",Neutral
"Former Minnesota Gov. Tim Pawlenty earned 6 percent, Minnesota Congresswoman Michele Bachmann got 5 percent, former Pennsylvania Sen. Rick Santorum won 3 percent and Mississippi Gov. Haley Barbour received 1 percent support.",Neutral
"Asked in the interview how genuine his presidential ambition is, Trump, who would have to hand over the reins of his international empire in order to run the country, said, ""I always take things seriously, but I've never taken it seriously like this.",Neutral
"I wish I didn't have to do it.""",Neutral
"But speaking on ABC News, New Jersey Republican Gov. Chris Christie, who is insistent he personally is not a candidate for president in 2012, said he wasn't sure his friend Trump would be either.",Neutral
"""Donald's a really good friend of mine, I don't know that Donald really wants to be president,"" Christie said in an interview that aired Wednesday night.",Informational
Christie: I don't know that he wants that in particular.,Neutral
"... We've spoken about it and all I could say to you is, I'll believe it when I see it.""",Neutral
"Back on NBC, Trump said he wants Obama to do well, but the presidency is not going that direction.",Neutral
"""I love this country, but this country is going to hell. ...",Neutral
"The world laughs at us. They won't be laughing if I'm elected president,"" he said.",Neutral
"Trump accused Obama of conducting a confusing policy on the civil war in Libya, saying ""nobody knows what's happening, and now it looks like (Libyan strongman Muammar) al-Qaddafi is going to beat the United States.""",Neutral
"""I'm only interested in Libya if we get the oil,"" Trump said.",Neutral
"He said Obama ""doesn't have a doctrine (on foreign affairs.)",Neutral
"Foreign affairs is, we take care of ourselves first.""",Neutral
WASHINGTON   Real estate tycoon Donald Trump said Thursday he hopes questions surrounding Barack Obama's U.S. citizenship won't be the defining issue if he's chosen as the Republican candidate to challenge the president's re-election.,Neutral
Trump told NBC News in an interview that plans to decide by June whether to run.,Neutral
"He said that if he's nominated,  I'd like to beat him straight up,  not on the basis of the birth issue.",Neutral
A national NBC/WSJ poll released yesterday shows Trump tied for 2nd with Mike Huckabee in the 2012 GOP primary field at 17 percent (Mitt Romney leads the pack at 21 percent).,Neutral
"NBC further notes,  Strikingly, Trump . . . finishes first among Tea Party supporters (at 20 percent), followed by Romney (17 percent), Huckabee (14 percent), Palin (12 percent) and Gingrich (9 percent). ",Lexical
"Trump said he didn't introduce the citizenship issue, but was asked about it during an interview a month ago.",Neutral
"Since then, he said he's looked into it and believes ""there is a big possibility"" Obama may have violated the Constitution.",Neutral
"""I want to see the birth certificate,"" said Trump in an interview on NBC's ""Today"" show, according to TIME.",Neutral
"""How come his own family doesn't know which hospital he was born in?",Informational
How come-- forget about birth certificates. Let's say there's no birth certificate.,Neutral
"How come in the hospital itself, okay? This is one of the...in the hospital itself, there's no records of his birth.",Neutral
"In other words, it doesn't say how much they paid, where is the doctor, here's your room bill.""",Neutral
Officials in Hawaii have certified that Obama was born in that state.,Neutral
"But ""birthers"" have demanded additional proof, asserting he could have been born in Kenya.",Neutral
"""I'm not convinced that he has one,"" Trump said of the birth certificate issue.",Neutral
"""Today"" show host Meredith Vieira asked Trump, ""You've been privy to all of this to know this?""",Neutral
"His response: ""Well, I have people that actually have been studying it and they cannot believe what they're talking.""",Neutral
The remarks from the potential presidential candidate prompted Vieira to ask Trump if he had people on the ground in Hawaii searching for proof of the president's citizenship.,Neutral
"He signaled he did, saying, ""And they cannot believe what they're finding. And I'm serious.""",Informational
